,_id,favorites,geo,hashtags,id,mentions,retweets,text,user
241,598506c676d31349b060b309,19,,,892780816593453056,,14,"If you hear thunder, you are close enough to the storm to be struck by lightning . When Thunder Roars, Go Indoors! http:// ow.ly/Hp6y30e6KFx pic.twitter.com/wDvO8wQFxm",FLSERT
242,598506c676d31349b060b30a,0,,#giveaway,892776899927318529,,0,"Wow! I just entered for a chance to win ""Syncwire iPhone Charger Lightning Cable - [Apple..."" by Syncwire. https:// giveaway.amazon.com/p/14b0650cd747 7e14/?ref_=tsm_4_tw_p_tw … #giveaway",mccormackclan
243,598506c676d31349b060b30b,0,,,892772240491769856,,0,Lightning Crashes - Live http:// fb.me/8UpABcL4v,Wicked9mm
244,598506c676d31349b060b30c,1,,,892767364839874560,,0,ecause i get 1000 hugs from 10000 lightning bugs,Yasser__Hussain
245,598506c676d31349b060b30d,3,,#TalesNoir,892743074132230144,,2,“Your Lone Ship in Lightning is a excellent example of the marriage of realism with an added depth of fantasy.” #TalesNoir,bravrayj
246,598506c676d31349b060b30e,2,,,892701551118221312,,0,Lightning here is no joke.,ladydawginfl
247,598506c676d31349b060b30f,0,,,892616483276283904,,0,Person regains pulse after being struck by lightning in Park Tudor parking lot http:// fb.me/8JRCs6rvs,HILLMAN213
248,598506c676d31349b060b310,4,,,892517758910517248,,0,"Don't feel like quoting strangers, so top 5 games: Lightning Returns Dark Souls Dragon's Dogma Jet Set Radio Future Megaman Legends series",Sasquatchulous
249,598506c676d31349b060b311,0,,,892495992272154624,,0,There's a clip of waffle somewhere literally throwing his headset the first time the lightning ever happened. Shit is incredible,noservant_
250,598506c676d31349b060b312,1,,,892476919312199681,,0,"Chill b, people in Miami already don't know how to drive, rain and lightning only make it worse",wavymaurii
251,598506c676d31349b060b313,2,,,892473086448152576,,0,Blue Lightning !,ChemMan3
252,598506c676d31349b060b314,0,,,892473077258432514,,0,i was thinking the same till lightning struck near my house and fried my phone charger,Avionn2
253,598506c676d31349b060b315,1,,,892460980860571648,@YouTube,0,I liked a @YouTube video http:// youtu.be/7ZCJCxctT64?a Tampa Bay Lightning 2017 Hype Video,ItSpursSZN
254,598506c676d31349b060b316,0,,,892457031696883713,,0,"Since we're cleaning house and getting rid of Scaramucci, can we get rid of Beelzebub, too? I know...more thunderbolts & lightning needed.",LoriCeltic1
255,598506c676d31349b060b317,0,,#ThinkSafe,892437641458790400,,0,Learn what you should do if lightning strikes when you’re on a golf course: http:// tkpl.us/9au66 #ThinkSafe pic.twitter.com/4COQg7cw0J,saiains
256,598506c676d31349b060b318,0,,,892406621619585024,@26ladylike,0,The weather is worse today. Right now it's pouring w/loud thunder & lightning . Local weather report brought to you by @26ladylike .,26ladylike
257,598506c676d31349b060b319,0,,,892405349415866368,,0,"At least it's not metal, so it's safe to wear in lightning storms",CT_blog
258,598506c676d31349b060b31a,3,,,892392751433748481,,0,Unpopular Opinion: Having to add fake clouds/sky/stars/ lightning into your shots makes me hold a pic at a pretty low standard.,dreggs
259,598506c676d31349b060b31b,0,,,892364320893538304,@YouTube,0,I liked a @YouTube video http:// youtu.be/GaJdCYP67zM?a Thunder & Lightning - Periodic Table of Videos,justfernandez12
260,598506c676d31349b060b31c,2,,,892349403251576833,@FOX61News,1,Hero dog leads family to unconscious girls after lightning strike in Utah http:// via.fox61.com/KTDLn via @FOX61News,waycoolgizmo
261,598506c676d31349b060b31d,2,,#Lightning #Stars #Rockets #Suns #Astros,892212487004803072,,0,I'm not from Houston...it's a space connection. #Lightning #Stars #Rockets #Suns #Astros,jorgovan45
262,598506c676d31349b060b31e,0,,,892203256696508416,@TB_Times,0,Lightning mourn loss of inspirational fan Tony Colton http://www. tampabay.com/blogs/lightnin g/lightning-mourn-loss-of-inspirational-fan-tony-colton/2332161 … via @TB_Times,MicheleMiller52
263,598506c676d31349b060b31f,0,,,892175458544082945,,0,WHITE LIGHTNING JUG HILLBILLY CORK http:// ivanhoe.ecrater.com/p/27539349/whi te-lightning-jug-hillbilly-cork?utm_source=Twitter&utm_medium=ProductToools&utm_campaign=ShareCrater …,Ivanhoe162Ivan
